sentiment,review
1,"Mens det i forrige bok , « Panserhjerte » fra 2009 , var en Hole nedkjørt på opium som vendte tilbake til Norge og sin fars dødsleie , er mye snudd på hodet i « Gjenferd » , der handlingen er lagt til tidlig høst 2011 ."
1,Hans pleiesønn
1,"Oleg sitter inne for et narkodrap , der både motiv og handlingsforløp synes rimelig opplagt ."
1,"Harry Hole tror imidlertid ikke at saken kan være så enkel , og iverksetter selvsagt sin egen etterforskning ."
1,"Akkurat slik magre , tause og ensomme ekspolitimenn har for vane ."
1,"Mens Hole følger sine spor , som også fører ham tilbake i sin egen historie og kjærlighetsliv , trekker forfatteren opp en større intrige rundt ham ."
1,Den involverer det nye dopet « fiolin » som er i ferd med å danke ut det meste annet i Oslos narkotikamiljøer .
1,"Intrigen involverer også avanserte former for narkosmugling , russiske og andre narkokarteller , korrumperte politifolk og utspekulerte drapsmetoder ."
1,Samt en dose utpressing .
2,I stadig utvikling
2,"Jo Nesbø binder med stødig hånd handlingstrådene sammen , og ratter med like stødig hånd boken i mål ."
0,Min største innvending er at actionscenene til Nesbø har en tendens til å få noe tegneserieaktig overdrevent over seg .
0,Det gjelder også i « Gjenferd » .
0,Jeg er heller ikke sikker på om det er noe kvalitetstegn når det må en « stemme fra graven » til for å få alle bitene til å falle på plass .
2,"Harry Hole er likevel en karakter i stadig utvikling , noe som er med på å gjøre Jo Nesbøs bøker ekstra interessante ."
1,"I « Gjenferd » er det en Hole klar for opprydding og forsoning , for ikke å si frelse , vi møter ."
1,"Et sted i boken beskriver Harry Hole seg selv på denne måten : « hans klumpfot var at han aldri hadde vært i stand til bare å gi faen , til å glemme , til å stikke av . »"
0,"Men det går likevel ikke som Hole hadde håpet , og snart må viljestyrken gi tapt for bitter resignasjon ."
2,"God , dyster sommerlesning ."
1,Mytoman løgnhals
1,Lars Ericson Wolke :
1,« Joseph Goebbels .
1,En biografi » .
1,Oversatt av Henrik Eriksen .
1,"Biografi , 338 sider ."
1,"379 kroner , Spartacus ."
1,Det er de færreste forunt å få navnet sitt omgjort til et begrep .
1,"Joseph Goebbels er på den måten i sjeldent , men ikke godt , selskap ."
0,Han er blitt stående som selve bildet på naziregimets hensynsløse og ondskapsfulle hatideologi .
1,"Som Hitlers minister for propaganda og senere kommissær for den totale krigsinnsats , fant Goebbels sin plass i nærheten av makten ."
2,Men biograf Lars Ericson Wolke argumenterer overbevisende for at han aldri egentlig var del av selve makten .
0,"Snarere var han dens lakei , en krypende og tjenestevillig tjener for føreren ."
1,"Ja , det er faktisk mulig å argumentere for at hele Joseph Goebbels' eksistens var avhengig av Adolf Hitler og hans velvilje ."
1,"Til gjengjeld var det Goebbels som mer enn noen konstruerte selve førermyten , en særegen blanding av kvasireligiøst , politisk og militært tankegods ."
0,"Nobelprisvinneren Carl von Ossietzky kalte ham « en psykopat med klumpfot » , og den skal da også lete lenge som vil finne noen sympatiske trekk ved denne 1.65 høye og 50 kilo tunge mannen med det overdimensjonerte hodet ."
1,"Som gauleiter i Berlin brukte han « krystallnatten » i 1938 til å sette ny fart sin egen , stagnerende karriere ."
1,"Ericson Wolke berører også Goebbels' besøk i Norge i 1940 , og viser hvordan han lenge mente at nordmennene best kunne vinnes for Tysklands sak ved hjelp av åndelig og holdningsmessig påvirkning ."
1,Han var imidlertid ambivalent til både Terboven og Quisling .
1,En oppsiktsvekkende opplysning er det at Goebbels i 1931 iscenesatte et attentatforsøk mot seg selv .
1,Bare et år senere gjorde som kjent daværende forsvarsminister Vidkun Quisling det samme .
1,Begge møtte de sin skjebne i 1945 .
1,Joseph Goebbels tok med seg kone og seks barn i døden .
1,Et siste offer til en fører og en ideologi som hadde gitt ham selv en karriere .
1,Og ondskapen et ansikt .
1,Ut av obskuriteten
2,Deerhunter-frontmann bringer soloprosjektet sitt fra lekegrinden inn i de voksnes rekker .
2,"I takt med at hans moderband Deerhunter har utviklet seg fra et nokså introvert støyrock-konglomerat til å bli et bredbent popband av rang , har interessant nok også vokalist Bradford Cox' soloprosjekt Atlas Sound fulgt samme utviklingen ."
2,"Parallax , hans tredje album under Atlas Sound-navnet er derfor hans aller mest tilgjengelige til nå ."
2,"På samme måte som at Deerhunters siste , fantastiske Halcyon Digest , begrenset seg i tidsbruk og overøsing av støypartier , finner vi også dette her ."
1,"Her tilkjennegir han også en svakhet for britiske popband på sekstitallet , både i låtskriving og produksjon ."
2,""" Angel Is Broken "" er et typisk eksempel i så måte , som også viser hvor utrolig god Cox er til å skrive særegne låter innenfor velkjente rammer ."
2,"Det er dette svært tilgjengelige uttrykket som er dominerende på Parallax - fra anslaget i den briljante åpneren "" The Shakes "" forstår vi fort at dette har blitt et uttrykk som han virkelig ha turt å ta eierskap i :"
2,Dette er fengende pop med stor selvtillit .
2,"Svevende og skjønn , og med Bradford Cox' beste vokalprestasjon i karrieren ."
2,"Her er det imidlertid mange låter som slåss om oppmerksomheten , og med unntak i det i denne sammenhengen overflødige hvileskjæret "" Flagstaff "" er dette en samling låter som ligger i det relative opptempo ."
2,"Det er noe alle er tjent med - spesielt når man derfra kan få låter som "" Amplifiers "" , "" Parallax "" , "" Praying Man "" og i all særdeleshet "" Mona Lisa "" , som går The La's-klassikeren "" There She Goes "" i næringen ."
2,Parallax har blitt et album med langt større ambisjoner og vilje enn til å forbli et sideprosjekt .
1,Neato XV - 15
2,Kraftigere og smartere enn konkurrentene .
1,"Robotstøvsugere blir stadig vanligere , og vi har tidligere testet modeller fra Roomba og Samsung ."
1,"Denne gangen er det imidlertid en vaskekte amerikaner som står klar til dyst på testgulvet , og den legger ikke fingrene imellom ."
2,Neato XV - 15 har nemlig et utseende kun en mor kan elske .
2,"Her har det altså ikke vært snakk om å kaste bort penger på unødvendig sminke , men å lage en ekte arbeidshest ."
2,Det er noe vi har sansen for .
1,Hva får du ?
2,"Robotstøvsugeren er poseløs , og samler opp avfallet i en beholder som er enkel å tømme ."
1,"Den leveres med en ladestasjon , og lader seg opp når det er behov for det ."
2,"Hvis batteriet begynner å gå tomt for strøm under støvsugingen , vil den lade seg selv opp , før den fortsetter akkurat der den slapp ."
2,"Dette fungerer meget bra , men er også slik vi forventer av en støvsugerrobot i 2011.Det følger med åtte filtre , som skal kunne vaskes ved behov ."
1,"I praksis skylte vi av vårt hver eneste bruksdag , men dette vil jo avhenge av bruk ."
2,"Nye filterpakker med fire filtre , vil ligge på rundt 300 kroner.Roboten er selvsagt så smart at den ikke kjører utfor trapper , men av og til vil du kanskje at den ikke skal gå inn på soverommet , eller over det langhårede teppet ."
1,"Her får du derfor med et magnetbånd til romoppdeling ( cirka 4,5 meter ) ."
1,"Konkurrentene Roomba og Samsung bruker i stedet såkalte fyrtårn , men det fungerer likt i praksis ."
1,Neato XV - 15 i bruk
2,"All betjening skjer via knappene på selve enheten , og en LCD-skjerm med engelsk tekst gjør betjeningen rimelig enkel ."
2,"Vil du starte støvsugingen umiddelbart er det bare å trykke på den store oransje-knappen , og Neato setter i gang ."
2,Stor enklere kan det ikke gjøres .
0,"Neato bruker litt tid på spinne opp i riktig turtall , og som du ser i videoen :"
0,"Det høres godt , og dette er definitivt den mest bråkete støvsugerroboten vi har prøvd ."
0,"Med mindre du hører dårlig er det altså ikke aktuelt å sitte i samme rom når den holder på , ei heller å la den støvsuge i første etasje mens du skal prøve å sove i underetasjen ."
1,"Dette er det altså viktig å være klar over , men vi har ikke trukket for dette ."
1,Spør du meg er nemlig hele poenget med robotstøvsugerne at de skal gjøre jobben mens du er ute av huset .
2,"Og her er timer-funksjonen så enkel å bruke som vi forventer , enten du nå vil ha daglig eller ukentlig støvsuging ."
1,( Se eksempler på menyene i bildespesialen . )
2,Dette liker vi med Neato
2,Råsterk .
2,"Med to unger og hund i huset er det ikke til å legge skjul på at det blir mye drit på gulvet , og Neatoen får med seg det aller meste , også på langhårede tepper ."
2,Det er imponerende .
2,"Neato gjør mye av det samme , men det fungerer rett og slett bedre ."
2,"Med sin 360 graders laserstyrte navigasjon og romoppmåling går den rett på sak , og holder seg på sporet under hele støvsugingsrunden ."
1,Dette er også tydelig når den har ladet seg selv underveis :
2,"Da kjører den nemlig direkte tilbake der den stoppet , for å fullføre jobben ."
2,"Nå har vi ikke prøvd årets Navibot , men Neatoen gjør definitivt en bedre jobb på dette punkt enn de konkurrentene vi testet i fjor ."
2,"Den er også flink til å unngå hindringer , enten det nå er bikkja som legger seg i sonen eller møbler som ikke er ryddet på plass ."
2,Har du dyre høyttalere er det også greit å vite at den aldri kræsjer tungt i noe :
1,"Her dempes først farten , før den styrer unna ."
2,God på tepper og dørkarmer !
2,"At dørkarmer ikke er noe problem er noe vi forventet i 2011 , men at den også skulle gjør en så god jobb på tepper var en overaskelse ."
2,"Korthårede tepper er ikke noe problem i det hele tatt , og ser helt nystriglet ut etter en runde ."
2,Også på langhårede tepper gjør den en bedre jobb enn konkurrentene .
0,"Hvis teppet ditt loer , bør du likevel være klar over at den da også får med seg svært mye av teppet , noe som gjør at den fort blir full ."
1,Oppgraderbar .
2,"Etter hvert som programvaren forbedres , kan du også oppdatere Neatoen , og vi gjorde selv det i løpet av vår testperiode ."
0,Klassiske robotstøvsugersvakheter
0,Vær likevel klar over at også denne har de samme svakhetene som sine konkurrenter :
0,Du må rydde før du slår den på .
0,"Slurver du her , kan du oppleve å komme tilbake og finne roboten stående fast ."
1,"Typiske feller er lange skolisser , eller barneleker som sperrer støvsugeren ."
0,Den må tømmes .
1,"Det hjelper jo lite om den kjører runden sin , hvis det allerede er fullt i kammeret ."
0,"I praksis bør du tømme den før hver runde.Den perfekte hushjelpen er fortsatt deg selv , for roboten kommer ikke fram overalt , og er heller ikke like god i hjørner som du kan være på den gamle manuelle måten ."
1,"Det en støvsugerrobot gjør , er altså å ta unna det aller verste ."
1,"Finpussen før svigermor kommer på besøk , må du altså fortsatt ta selv ."
1,Konklusjon
0,"Den er ikke så pen , og den bråker som en jetmotor ."
2,Likevel er Neato vår nye favoritt blant støvsugerrobotene .
2,Vi kan trygt anbefale Neato XV - 15 til våre lesere .
1,Neato Robotics XV - 15
1,"« Orlando » er ofte litterær , men aldri bokstavelig ."
1,Et eget rom .
1,TEATER :
2,"« Orlando » fråtser i metaforer , allegorier , assosiasjoner og tankesprang ."
1,Teaterforestillingen bygger sitt eget lille univers - vi kan godt kalle det et rom for seg selv - og i dette rommet gir den oss en samling små og store svar på det enorme spørsmålet om hva det vil si å være menneske .
1,Endring og stabilitet
1,« Orlando » er både en hyllest til og en problematisering av menneskets evne til forvandling .
1,Samtidig er det en hyllest til og en problematisering av menneskets bestandighet .
2,"Dette kan lyde som en selvmotsigelse , men er det ikke , det er en stadfestelse av den kompleksitet som finnes i personen Orlando , i romanen « Orlando » og teaterforestillingen « Orlando » ."
1,"Forestillingen forstår og formidler motsetninger , og forestillingen forstår og formidler sammenhenger ."
1,"At endring og stabilitet sammenstilles gjelder ikke bare i beskrivelsen av Orlandos livsløp , men også i miljøbeskrivelsene ."
2,"Even Stormoens rojale rollegalleri er en stilhistorie i seg selv , en guide til tidsepoker og til livsbetingelser i gradvis utvikling ."
1,"Som sju engelske regenter - utvalgte monarker fra Elizabeth I til Elizabeth II , tre kvinner og fire menn - blir Stormoen et symbol på Storbritannia i kontinuitet og forandring ."
1,"Jeg sier sju regenter , og rollelisten sier sju , men hans tolkning av Elizabeth I , den såkalte jomfrudronningen , trekker en linje til en åttende av øyrikets overhoder , Henrik VIII ."
1,"Den glupske lidderligheten hun spilles med gjør henne til et slags dobbeltportrett av seg selv og ham , som var hennes far ."
1,Åpenhet
2,"Som Orlando portretterer Nina Ellen Ødegård et tilpasningsvillig , utforskende og åpent menneske ."
1,"Orlando viser tvil og undring , og Orlando viser aksept ."
1,"Orlando forvandles , og Orlando forblir den samme ."
1,"« Du er ulik alt jeg har sett » , sier den forelskede Orlando til russiske Sasja ( spilt av Kamilla Grønli Hartvig ) , tidlig i forestillingen ."
1,Kanskje er hensikten at publikum skal tenke at Orlando er den unike .
1,"Men Orlando , som mann og som kvinne , er bare dels unik ."
1,Orlando er også dels oss alle :
1,"Ett individ med aspekter fra alle , satt sammen av natur og kultur , arv og miljø , preget av konvensjoner og samtidig i opprør mot konvensjoner ."
1,Slik blir Orlando i seg selv et eksempel ( eller flere eksempler ) på allmennmenneskelighet .
1,Samtidig er Orlando en tydeliggjøring av hvor mye i et menneskeliv som avgjøres av kjønn .
1,"De restriksjoner hun på 1700-tallet møter som kvinne , blir ekstra tydelige fordi hun først har hatt større frihet som mann ."
2,"Den scenografiske løsningen ( Olav Myrtvedt ) kombinerer videodesign ( av Boya Bøckman ) , referanser til kunsthistorie fra de siste 400+ år , med et fullt synlig teatermaskineri , og med DJ Trygve Stakkelands miksebord prominent plassert ."
1,"Skuespillerne sminker seg og bytter parykker sittende ved speil bakerst på scenen , en prosess som blir forstørret i filmgjengivelse ."
1,At teatret skaper og at teatret bringer metaforer skal ikke kunne glemmes .
